"113年08月23日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"特選臺灣環境永續高股息指數","7,013.76","-","1.52","-0.02","",
"臺灣友善環境50指數","5,604.78","-","3.11","-0.06","",
"特選臺灣IC設計產業代表指數","5,826.18","+","36.11","0.62","",
"特選臺灣綠能指數","5,791.98","+","7.31","0.13","",
"特選臺灣智慧50指數","5,217.27","+","3.09","0.06","",
"臺灣晶圓製造指數","6,314.33","+","14.57","0.23","",
"臺灣精選高息指數","5,417.40","-","2.78","-0.05","",
"臺灣多因子優選高股息30指數","8,647.54","-","15.73","-0.18","",
"特選臺灣優利高填息30指數","7,275.49","+","11.38","0.16","",
"特選臺灣科技優息指數","9,061.03","+","38.25","0.42","",
"臺灣半導體收益指數","6,939.52","+","14.35","0.21","",
"臺灣優選成長高股息指數","7,910.39","+","9.69","0.12","",
"特選臺灣ESG低碳高息40指數","8,289.75","-","13.82","-0.17","",
"臺灣優選多因子30指數","8,411.68","+","3.20","0.04","",
"臺灣創新科技50指數","7,388.81","+","13.44","0.18","",
"臺灣全市場新經濟產業指數","5,108.12","-","4.37","-0.09","",
"臺灣ESG永續高股息等權重指數","6,302.49","-","5.07","-0.08","",
"臺灣永續高息中小型指數","5,921.79","-","7.45","-0.13","",
"特選臺灣高息優質成長指數","6,148.25","-","3.00","-0.05","",
"特選臺灣高息動能指數","6,569.85","+","17.84","0.27","",
"臺灣電子成長高息等權重指數","5,657.02","+","3.32","0.06","",
"特選臺灣優利成長指數","5,353.73","+","15.54","0.29","",
"臺灣價值高息指數","5,597.63","+","12.99","0.23","",
"特選臺灣IC設計動能指數","5,075.95","+","42.22","0.84","",
"臺灣科技高股息指數","5,655.34","+","11.17","0.20","",
"臺灣趨勢動能高股息指數","5,727.38","+","8.42","0.15","",
"特選臺灣科技高息成長指數","5,543.80","+","9.08","0.16","",
"特選臺灣AI優息動能指數","4,875.33","+","23.52","0.48","",
"臺灣優選AI 50指數","4,887.15","+","21.35","0.44","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","44,277.86","+","53.95","0.12","",
"金融類日報酬反向一倍指數","3,636.87","-","2.22","-0.06","",
"漲升股利150指數","10,105.10","+","2.30","0.02","",
"藍籌30指數","10,581.42","+","7.59","0.07","",
"工業菁英30指數","11,248.12","+","31.48","0.28","",
"低波動股利精選30指數","8,245.03","-","9.58","-0.12","",
"中小型A級動能50指數","24,680.55","+","350.70","1.44","",
"特選高息低波指數","10,354.01","+","22.55","0.22","",
"臺灣永續指數","11,525.84","-","6.43","-0.06","",
"價值投資指數","8,092.29","+","15.58","0.19","",
"存股雙十等權重指數","9,515.59","+","40.32","0.43","",
"特選大蘋果指數","11,392.23","+","38.61","0.34","",
"中小型300指數","11,941.48","+","31.89","0.27","",
"臺灣500指數","11,234.78","+","5.51","0.05","",
"臺灣勞工權益指數","9,588.80","-","5.14","-0.05","",
"微波高息精選20指數","8,564.55","-","12.14","-0.14","",
"特選世代行動通訊指數","8,437.60","+","18.10","0.21","",
"智慧投資多因子30指數","7,803.60","+","18.18","0.23","",
"臺股期貨指數","12,101.13","+","15.86","0.13","",
"特選價值成長指數","9,861.90","-","18.34","-0.19","",
"臺灣上櫃永續指數","8,275.80","+","78.62","0.96","",
"特選台股領航指數","10,914.83","+","14.27","0.13","",
"特選Smart多因子指數","8,837.87","+","14.16","0.16","",
"特選ESG高股息指數","6,787.63","-","9.96","-0.15","",
"特選上櫃ESG成長指數","6,128.58","+","87.86","1.45","",
"特選上櫃ESG電子菁英指數","6,179.37","+","88.28","1.45","",
"臺灣優息存股指數","5,192.57","-","8.00","-0.15","",
"特選上櫃ESG永續高股息指數","8,094.76","+","114.07","1.43","",
"特選臺灣金融高股息存股指數","6,463.07","+","0.36","0.01","",
"特選臺灣產業龍頭存股等權重指數","6,896.66","-","6.24","-0.09","",
"上櫃ESG 30指數","7,021.31","+","54.64","0.78","",
"臺灣ESG低碳50指數","7,595.01","-","12.24","-0.16","",
"臺灣創新板指數","6,707.29","+","102.35","1.55","",
"特選上櫃ESG龍頭指數","6,755.22","+","30.49","0.45","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","37,382.49","+","39.20","0.10","",
"發行量加權股價報酬指數","48,766.18","+","22.28","0.05","",
"臺灣公司治理100報酬指數","18,800.89","-","12.90","-0.07","",
"臺灣50報酬指數","39,845.16","-","41.09","-0.10","",
"臺灣50權重上限30%報酬指數","35,610.15","-","16.14","-0.05","",
"臺灣中型100報酬指數","40,772.54","+","154.67","0.38","",
"臺灣資訊科技股報酬指數","73,972.35","-","1.93","--","",
"臺灣發達報酬指數","20,939.43","-","26.05","-0.12","",
"臺灣高股息報酬指數","28,692.18","+","16.25","0.06","",
"臺灣就業99報酬指數","22,114.44","-","1.72","-0.01","",
"臺灣高薪100報酬指數","18,626.46","-","23.57","-0.13","",
"未含金融電子報酬指數","35,667.82","-","66.19","-0.19","",
"小型股300報酬指數","16,540.64","+","35.05","0.21","",
"水泥類報酬指數","341.63","-","0.25","-0.07","",
"食品類報酬指數","3,777.99","-","10.56","-0.28","",
"塑膠類報酬指數","298.83","-","3.89","-1.29","",
"紡織纖維類報酬指數","1,146.35","-","9.72","-0.84","",
"電機機械類報酬指數","626.02","+","4.57","0.74","",
"電器電纜類報酬指數","187.81","+","0.16","0.09","",
"化學生技醫療類報酬指數","233.38","-","0.46","-0.20","",
"化學類報酬指數","300.70","-","0.05","-0.02","",
"生技醫療類報酬指數","116.89","-","0.37","-0.32","",
"玻璃陶瓷類報酬指數","58.30","-","0.56","-0.95","",
"造紙類報酬指數","517.11","-","3.02","-0.58","",
"鋼鐵類報酬指數","242.98","-","0.51","-0.21","",
"橡膠類報酬指數","487.56","-","1.51","-0.31","",
"汽車類報酬指數","647.03","+","6.44","1.01","",
"電子工業類報酬指數","2,353.65","+","2.66","0.11","",
"半導體類報酬指數","1,098.12","-","1.47","-0.13","",
"電腦及週邊設備類報酬指數","615.23","+","2.77","0.45","",
"光電類報酬指數","66.08","+","0.49","0.75","",
"通信網路類報酬指數","352.88","+","1.26","0.36","",
"電子零組件類報酬指數","466.31","+","4.93","1.07","",
"電子通路類報酬指數","696.92","+","2.72","0.39","",
"資訊服務類報酬指數","485.94","-","0.06","-0.01","",
"其他電子類報酬指數","285.40","+","0.88","0.31","",
"建材營造類報酬指數","1,355.42","-","20.62","-1.50","",
"航運類報酬指數","359.47","+","0.45","0.13","",
"觀光餐旅類報酬指數","177.07","+","0.41","0.23","",
"金融保險類報酬指數","3,740.90","+","2.28","0.06","",
"貿易百貨類報酬指數","510.95","+","2.18","0.43","",
"油電燃氣類報酬指數","132.04","-","1.47","-1.10","",
"綠能環保類報酬指數","134.98","+","1.65","1.24","",
"數位雲端類報酬指數","71.20","+","0.43","0.61","",
"運動休閒類報酬指數","104.88","+","1.29","1.25","",
"居家生活類報酬指數","141.27","-","1.34","-0.94","",
"其他類報酬指數","668.57","-","3.63","-0.54","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,036.01","-","19.29","-0.38","",
"臺灣中小型公司治理報酬指數","14,270.51","-","1.17","-0.01","",
"臺灣IPO報酬指數","6,667.81","+","85.31","1.30","",
"智慧中立報酬指數","5,003.17","+","8.52","0.17","",
"加權指數掩護性臺指買權價外5%報酬指數","9,354.05","+","3.02","0.03","",
"臺灣5G報酬指數","13,511.60","+","36.82","0.27","",
"臺灣企業社會責任中小型報酬指數","14,867.81","-","15.73","-0.11","",
"特選臺灣電動車代表報酬指數","12,009.44","+","42.34","0.35","",
"臺灣5G+通訊報酬指數","11,311.34","+","21.00","0.19","",
"臺灣全市場報酬指數","8,784.46","+","8.09","0.09","",
"臺灣全市場半導體報酬指數","8,897.23","+","17.10","0.19","",
"臺灣智慧移動與電動車報酬指數","6,765.43","+","43.40","0.65","",
"特選小資高價30報酬指數","8,877.90","+","73.16","0.83","",
"特選臺灣綠能及電動車報酬指數","6,973.79","-","1.09","-0.02","",
"特選臺灣智能車供應鏈聯盟報酬指數","8,027.19","+","2.57","0.03","",
"臺灣全市場半導體精選30報酬指數","6,913.13","+","18.52","0.27","",
"特選臺灣高股息30報酬指數","7,245.42","+","7.90","0.11","",
"臺灣友善環境報酬指數","7,604.07","-","1.89","-0.02","",
"台灣永續價值報酬指數","6,792.81","-","1.75","-0.03","",
"特選臺灣IC設計報酬指數","5,150.03","+","29.44","0.57","",
"特選臺灣環境永續高股息報酬指數","9,476.99","-","2.04","-0.02","",
"臺灣友善環境50報酬指數","6,378.39","-","3.54","-0.06","",
"特選臺灣IC設計產業代表報酬指數","6,790.15","+","42.09","0.62","",
"特選臺灣綠能報酬指數","6,449.77","+","8.14","0.13","",
"特選臺灣智慧50報酬指數","6,013.05","+","3.56","0.06","",
"臺灣晶圓製造報酬指數","7,145.92","+","16.49","0.23","",
"臺灣精選高息報酬指數","7,370.84","-","3.79","-0.05","",
"臺灣多因子優選高股息30報酬指數","10,367.43","-","18.85","-0.18","",
"特選臺灣優利高填息30報酬指數","9,017.35","+","14.11","0.16","",
"特選臺灣科技優息報酬指數","10,073.80","+","42.53","0.42","",
"臺灣半導體收益報酬指數","7,614.38","+","15.74","0.21","",
"臺灣優選成長高股息報酬指數","8,667.04","+","10.61","0.12","",
"特選臺灣ESG低碳高息40報酬指數","9,167.75","-","15.28","-0.17","",
"臺灣優選多因子30報酬指數","8,963.79","+","3.40","0.04","",
"臺灣創新科技50報酬指數","7,874.85","+","14.33","0.18","",
"臺灣全市場新經濟產業報酬指數","5,435.96","+","5.18","0.10","",
"臺灣ESG永續高股息等權重報酬指數","6,831.17","-","5.50","-0.08","",
"臺灣永續高息中小型報酬指數","6,276.84","-","7.90","-0.13","",
"特選臺灣高息優質成長報酬指數","6,432.98","-","3.14","-0.05","",
"特選臺灣高息動能報酬指數","6,860.28","+","18.62","0.27","",
"臺灣電子成長高息等權重報酬指數","5,895.59","+","3.46","0.06","",
"特選臺灣優利成長報酬指數","5,576.48","+","16.19","0.29","",
"臺灣價值高息報酬指數","5,844.84","+","13.57","0.23","",
"特選臺灣IC設計動能報酬指數","5,169.93","+","43.01","0.84","",
"臺灣科技高股息報酬指數","5,912.29","+","11.69","0.20","",
"臺灣趨勢動能高股息報酬指數","5,984.14","+","8.79","0.15","",
"特選臺灣科技高息成長報酬指數","5,771.52","+","9.45","0.16","",
"特選臺灣AI優息動能報酬指數","5,006.04","+","24.15","0.48","",
"臺灣優選AI 50報酬指數","5,009.72","+","21.89","0.44","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","14,901.49","+","3.39","0.02","",
"藍籌30報酬指數","14,373.93","+","10.32","0.07","",
"工業菁英30報酬指數","15,483.13","+","43.32","0.28","",
"低波動股利精選30報酬指數","11,489.49","-","13.35","-0.12","",
"中小型A級動能50報酬指數","30,859.84","+","438.51","1.44","",
"特選高息低波報酬指數","15,757.45","+","34.31","0.22","",
"臺灣永續報酬指數","15,669.04","-","7.96","-0.05","",
"價值投資報酬指數","11,692.66","+","22.51","0.19","",
"存股雙十等權重報酬指數","13,266.76","+","56.22","0.43","",
"特選大蘋果報酬指數","14,708.98","+","49.86","0.34","",
"中小型300報酬指數","14,804.13","+","41.86","0.28","",
"臺灣500報酬指數","13,938.31","+","7.42","0.05","",
"臺灣勞工權益報酬指數","12,752.42","-","6.85","-0.05","",
"微波高息精選20報酬指數","10,897.04","-","15.44","-0.14","",
"特選世代行動通訊報酬指數","10,252.84","+","21.99","0.21","",
"智慧投資多因子30報酬指數","10,094.94","+","23.53","0.23","",
"特選大蘋果報酬正向兩倍指數","40,232.29","+","271.83","0.68","",
"特選大蘋果報酬反向一倍指數","3,510.33","-","11.98","-0.34","",
"特選價值成長報酬指數","13,172.85","-","24.50","-0.19","",
"臺灣上櫃永續報酬指數","9,911.18","+","94.16","0.96","",
"特選台股領航報酬指數","13,538.45","+","17.70","0.13","",
"特選Smart多因子報酬指數","10,400.36","+","17.11","0.16","",
"特選ESG高股息報酬指數","8,817.27","-","12.93","-0.15","",
"特選上櫃ESG成長報酬指數","6,881.99","+","98.66","1.45","",
"特選上櫃ESG電子菁英報酬指數","7,028.00","+","100.39","1.45","",
"臺灣優息存股報酬指數","6,130.48","-","9.44","-0.15","",
"特選上櫃ESG永續高股息報酬指數","9,134.95","+","128.73","1.43","",
"特選臺灣金融高股息存股報酬指數","7,116.86","+","0.39","0.01","",
"特選臺灣產業龍頭存股等權重報酬指數","7,522.00","-","6.81","-0.09","",
"上櫃ESG 30報酬指數","7,507.87","+","58.43","0.78","",
"臺灣ESG低碳50報酬指數","8,131.44","-","13.11","-0.16","",
"臺灣創新板報酬指數","6,786.02","+","106.25","1.59","",
"特選上櫃ESG龍頭報酬指數","6,957.80","+","31.41","0.45","",
"113年08月23日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","293,211,958,389","4,332,930,403","2,004,390",
"2.台灣存託憑證","96,107,924","17,085,160","3,741",
"3.受益憑證","0","0","0",
"4.ETF","18,366,188,610","1,074,570,321","274,370",
"5.受益證券","3,504,001","295,032","61",
"6.變更交易股票","19,728,503","1,362,320","781",
"7.認購(售)權證","2,553,771,050","2,729,343,000","79,857",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","3,927,680","370,000","153",
"14.創新板股票","235,982,589","2,301,228","1,282",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","293,467,669,481","4,336,593,951","2,006,453",
"總計(1~15)","314,491,168,746","8,158,257,464","2,364,635",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","4,730(28)","503(10)",
"下跌(跌停)","5,880(37)","388(0)",
"持平","1,109","112",
"未成交","23,213","2",
"無比價","3,876","10",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"113年08月23日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","8,316,460","11,394","1,497,506,580","179.00","181.35","178.90","180.95","+","0.10","180.90","12","180.95","97","0.00",
="0051","元大中型100","26,830","239","2,158,211","80.40","80.85","79.80","80.75","+","0.15","80.60","1","80.70","1","0.00",
="0052","富邦科技","426,458","970","75,175,886","175.85","177.55","175.35","177.55","+","0.15","177.50","1","177.55","2","0.00",
="0053","元大電子","14,551","122","1,407,343","96.65","97.25","96.50","97.25","-","0.05","97.05","13","97.35","1","0.00",
="0055","元大MSCI金融","156,489","214","4,468,451","28.50","28.67","28.40","28.59","-","0.08","28.55","1","28.60","1","0.00",
="0056","元大高股息","16,252,359","12,243","624,072,421","38.50","38.62","38.26","38.61","+","0.03","38.60","30","38.61","42","0.00",
="0057","富邦摩台","36,160","116","4,816,696","133.50","133.55","132.95","133.25","-","0.35","133.20","10","133.50","10","0.00",
="0061","元大寶滬深","370,730","154","6,157,529","16.64","16.69","16.55","16.61","+","0.07","16.56","1","16.61","52","0.00",
="006203","元大MSCI台灣","5,497","106","466,242","84.55","85.30","84.55","85.30","-","0.05","85.05","11","85.20","1","0.00",
="006204","永豐臺灣加權","9,584","122","1,063,312","111.10","111.45","110.80","111.45","-","0.10","111.40","1","111.80","20","0.00",
="006205","富邦上証","185,408","128","5,387,205","28.98","29.16","28.88","29.08","+","0.08","29.05","1","29.07","117","0.00",
="006206","元大上證50","38,176","82","1,068,248","27.87","28.14","27.87","28.13","+","0.26","28.00","2","28.13","37","0.00",
="006207","復華滬深","62,465","77","1,327,023","21.16","21.38","21.16","21.28","+","0.03","21.25","1","21.28","9","0.00",
="006208","富邦台50","4,633,605","9,627","488,025,129","105.10","106.00","104.90","105.95","+","0.15","105.90","26","105.95","130","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","6.47","5","6.52","5","0.00",
="00631L","元大台灣50正2","7,195,005","5,693","1,610,965,252","221.85","227.25","221.40","226.65","+","1.15","226.55","2","226.65","55","0.00",
="00632R","元大台灣50反1","200,632,416","6,798","697,321,163","3.49","3.50","3.45","3.45","-","0.02","3.45","11,398","3.46","31,661","0.00",
="00633L","富邦上証正2","3,476,770","697","111,988,394","31.90","32.45","31.83","32.21","+","0.24","32.20","99","32.21","101","0.00",
="00634R","富邦上証反1","122,478","16","574,457","4.70","4.70","4.67","4.68","-","0.03","4.68","500","4.69","200","0.00",
="00635U","期元大S&P黃金","435,403","246","12,642,746","29.07","29.09","28.99","29.09","-","0.08","29.09","6","29.10","160","0.00",
="00636","國泰中國A50","803,779","237","16,389,841","20.28","20.45","20.25","20.39","+","0.10","20.38","111","20.39","131","0.00",
="00636K","國泰中國A50+U","0","0","0","--","--","--","--"," ","0.00","6.34","10","6.45","8","0.00",
="00637L","元大滬深300正2","27,823,149","3,432","358,763,739","12.75","12.99","12.74","12.90","+","0.13","12.89","261","12.90","323","0.00",
="00638R","元大滬深300反1","188,000","31","1,846,870","9.87","9.88","9.77","9.83","-","0.02","9.82","1","9.83","462","0.00",
="00639","富邦深100","991,485","121","9,479,622","9.52","9.60","9.49","9.56","+","0.04","9.55","2","9.56","298","0.00",
="00640L","富邦日本正2","1,105,542","374","56,193,253","50.70","51.25","50.35","51.10","+","0.70","51.10","7","51.15","1","0.00",
="00641R","富邦日本反1","1,544,660","215","9,784,631","6.36","6.38","6.31","6.33","-","0.03","6.32","16","6.33","10","0.00",
="00642U","期元大S&P石油","3,958,874","1,005","66,652,607","16.83","16.87","16.80","16.85","+","0.26","16.85","57","16.86","180","0.00",
="00643","群益深証中小","563,365","103","5,996,217","10.57","10.67","10.57","10.61","-","0.03","10.60","4","10.61","76","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","2.34","2","2.40","1","0.00",
="00645","富邦日本","696,186","279","25,469,438","36.57","36.75","36.43","36.67","+","0.22","36.67","111","36.68","6","0.00",
="00646","元大S&P500","612,086","739","34,143,412","55.90","55.90","55.65","55.80","-","0.15","55.80","312","55.85","66","0.00",
="00647L","元大S&P500正2","100,442","130","9,095,044","90.45","90.70","90.35","90.65","-","0.70","90.65","48","90.70","2","0.00",
="00648R","元大S&P500反1","1,195,010","88","6,483,874","5.42","5.43","5.41","5.41","+","0.01","5.41","1,853","5.42","643","0.00",
="00650L","復華香港正2","8,969,890","1,031","87,370,465","9.66","9.82","9.65","9.80","+","0.14","9.79","69","9.80","1,322","0.00",
="00651R","復華香港反1","278,000","46","2,451,950","8.85","8.85","8.79","8.81","-","0.04","8.79","51","8.81","589","0.00",
="00652","富邦印度","947,807","268","37,824,875","39.80","40.01","39.80","40.00","+","0.15","40.00","127","40.01","5","0.00",
="00653L","富邦印度正2","264,113","117","17,391,623","65.70","66.10","65.65","66.05"," ","0.00","65.95","104","66.05","1","0.00",
="00654R","富邦印度反1","39,342","14","246,264","6.26","6.26","6.25","6.26"," ","0.00","6.25","15","6.26","39","0.00",
="00655L","國泰中國A50正2","1,894,425","271","41,625,576","21.71","22.11","21.70","21.96","+","0.17","21.95","19","21.96","478","0.00",
="00656R","國泰中國A50反1","191,000","13","1,683,850","8.84","8.84","8.77","8.81","-","0.02","8.79","550","8.81","389","0.00",
="00657","國泰日經225","105,310","96","4,723,428","44.82","45.07","44.71","44.99","+","0.29","44.99","97","45.03","1","0.00",
="00657K","國泰日經225+U","0","0","0","--","--","--","--"," ","0.00","14.06","10","14.09","10","0.00",
="00660","元大歐洲50","3,181","96","113,356","35.56","35.76","35.56","35.76","-","0.01","35.63","1","35.77","1","0.00",
="00661","元大日經225","659,765","183","32,239,541","48.65","49.05","48.60","48.96","+","0.31","48.96","52","49.01","88","0.00",
="00662","富邦NASDAQ","752,400","715","60,743,944","80.65","80.85","80.50","80.85","-","0.65","80.80","13","80.85","65","0.00",
="00663L","國泰臺灣加權正2","131,050","21","26,665,205","203.75","207.20","202.45","207.20","+","0.50","206.75","50","207.20","49","0.00",
="00664R","國泰臺灣加權反1","18,885,945","2,651","73,672,454","3.93","3.94","3.87","3.88","-","0.02","3.88","453","3.89","4,675","0.00",
="00665L","富邦恒生國企正2","27,737,202","1,805","176,595,007","6.33","6.42","6.31","6.41","+","0.09","6.40","176","6.41","127","0.00",
="00666R","富邦恒生國企反1","57,000","4","845,150","14.83","14.83","14.79","14.81","X","0.00","14.76","10","14.81","63","0.00",
="00668","國泰美國道瓊","118,830","110","5,641,577","47.46","47.49","47.44","47.45","-","0.06","47.42","163","47.45","1","0.00",
="00668K","國泰美國道瓊+U","0","0","0","--","--","--","--"," ","0.00","14.83","10","14.85","10","0.00",
="00669R","國泰美國道瓊反1","1,206,000","134","8,287,940","6.88","6.88","6.87","6.88","+","0.02","6.87","1,589","6.88","4,284","0.00",
="00670L","富邦NASDAQ正2","997,947","774","121,255,560","121.25","121.95","121.20","121.95","-","2.45","121.90","27","121.95","146","0.00",
="00671R","富邦NASDAQ反1","7,265,080","351","27,405,591","3.78","3.78","3.76","3.76","+","0.03","3.76","2,674","3.77","3,260","0.00",
="00673R","期元大S&P原油反1","6,324,149","453","47,669,474","7.53","7.56","7.52","7.54","-","0.12","7.54","71","7.55","5,439","0.00",
="00674R","期元大S&P黃金反1","869,000","103","8,757,520","10.07","10.09","10.06","10.06","+","0.02","10.06","15","10.07","60","0.00",
="00675L","富邦臺灣加權正2","4,151,870","3,563","372,021,170","88.90","90.95","88.60","90.70","+","0.40","90.65","16","90.70","177","0.00",
="00676R","富邦臺灣加權反1","11,885,344","410","25,842,945","2.19","2.19","2.16","2.16","-","0.01","2.16","3,647","2.17","4,008","0.00",
="00678","群益那斯達克生技","410,757","96","12,696,358","30.77","30.94","30.77","30.92","-","0.21","30.90","10","30.92","12","0.00",
="00680L","元大美債20正2","104,135,936","9,282","994,646,968","9.54","9.58","9.53","9.55","-","0.15","9.54","1,568","9.55","1,612","0.00",
="00681R","元大美債20反1","221,000","26","4,239,620","19.20","19.20","19.16","19.20","+","0.16","19.18","95","19.20","101","0.00",
="00682U","期元大美元指數","7,000","6","143,610","20.51","20.52","20.51","20.51","+","0.01","20.51","50","20.52","43","0.00",
="00683L","期元大美元指正2","147,400","38","3,169,013","21.50","21.52","21.49","21.49","+","0.06","21.49","8","21.50","106","0.00",
